"PK_INVENTAR";"INVENTAR";"ANSCHAFFUNGSDATUM";"ANSCHAFFUNGSJAHR";"ABSCHREIBUNGSDAUER";"RESTBUCHWERT_2018";"CREATED_BY";"CREATED_AT";"MODIFIED_BY";"MODIFIED_AT";"PREIS_NETTO";"MWST";"FK_STEUERSATZ";"PREIS_BRUTTO";"COMM";"LIZENZNUMMER";"ANFORDERUNGSCODE";"FK_INVENTARTYP";"KFZ_KENNZEICHEN";"FAHRGESTELLNR";"BEMERKUNGEN";"BILD";"ABGANGSJAHR";"ABGANGSDATUM";"ABGANGSWERT";"FK_VERWENDUNGSZWECK";"GWG";"RESTBUCHWERT_2017";"ABGANGSGRUND";"MAC_ADRESSE";"SERIENNUMMER";"GERÄTENAME";"OK";"OK_BEMERKUNGEN";"RESTBUCHWERT_2019";"INV_BILD";"INVENTARTYP";"PK_IMP_BA_ELEKTRONIK";"BEZEICHNUNG";"GWG_YN";"BEL_OLD_ART";"BEL_OLD_FK_IMP_BA_BEL";"BEL_OLD_PK_IMP_BA_ALLG_BEL";"BEL_OLD_BEZEICHNUNG";"BEL_OLD_KENNZEICHEN";"BEL_OLD_DATUM";"BEL_OLD_DATUM_VERGEHEN";"BEL_OLD_FK_ARBEITSTAG";"BEL_OLD_FK_BUCHUNG";"BEL_OLD_BETRAG";"BEL_OLD_WÄHRUNG";"BEL_OLD_STEUERSATZ";"BEL_OLD_MWST_BETRAG";"BEL_OLD_NETTO";"BEL_OLD_ZAHLUNGSART";"BEL_OLD_BILD";"BEL_OLD_BILD1";"BEL_OLD_VERWENDUNGSZWECK";"BEL_OLD_FK_INVENTAR";"BEL_OLD_FK_PROJEKT";"BEL_OLD_WÄHRUNG_BETRAG";"BEL_OLD_FK_KATEGORIE";"BEL_OLD_KATEGORIE";"BEL_OLD_PROJEKT";"BEL_OLD_INVENTAR";"BEL_OLD_FK_BELEG_ABLAGE"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";827;9;"Gentbruegge, Gent";"M-ZO 523";"21.05.2018 10:47";"30.06.2018";;1218;"53";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";828;10;"Elz, A3, 99,930 RI. Frankfurt am Main";"M-ZO 523";"21.05.2018 21:57 Uhr";"30.06.2018";;;"30";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";829;11;"STadt Bensheim";"M-RO 2947";"29.07.2017";"";;494;"25";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";830;12;"4183, Holland Amerikakade, te Rotterdam";"M-ZO 523";"21.05.2018 14:32";"";;;"63,7";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"211000071871917113411438";5;;"";;"";"";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";831;13;"Behšrde fŸr Inneres und Sport, Landesbetrieb Verkehr, Parkraum Management";"M-RO 2947";"01.06.2018";"";;;"0";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";832;14;"MŸnchen, Kyreinstr. 9 (Bewohner mit Parkausweis frei)";"M-ZO 523";"30.05.2017";"30.05.2017 10:52 - 30.05.2017 13:25";;703;"25";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";833;15;"Einwohnerzentralamt, Hammer Str. 30-34, 22041 Hamburg, Finkenwerder STr. Vollhšfner Weiden";"M-ZO 523";"26.07.2018";"6/9/2018 2:39";;978;"35";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";834;16;"Stadt Heidelberg, Postfach 105520, 69045 Heidelberg, M-ZO 523, Gemarkung Heidelberg, B37 Hšhe km 0,8 Fahrtrichtung HD";"M-ZO 523";"27.06.2018";"6/14/2018";;620;"10";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1485;17;"Escherweg Parkplatz, Oldenburg 11:55 - 11:59";"M-RO 2947";"29.08.2018";"";608;803;"10";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1486;18;"Magistrat der Stadt Wien, Stadt Wien ""MA 6 - BA 32, Strafen"", 186700458784, 1020 Wien, Venediger Au 2";"M-RO 2947";"29.10.2018 11:50";"Bussgeld 12.12.2018";;;"48";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1487;19;"Freie Hansestadt Hamburg, Behörde für Inneres und Sport, Einwohnerzentralamt, Hammer Str. 30-34, 22041 Hamburg";"M-R 7408";"18.12.2018";"15.12.2018 09:54 bis 10:00 Uhr, Hamburg, Georgsplatz";;;"10";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";16;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1488;20;"Balerna, A.2, carregiata B (N/S) km 2350 dir. Sud CHF";"M-ZO 523";"25.05.2018 23:29";"";;;"180";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1489;21;"Queen Street Place";"M-ZO 523";"03.10.2017 12:32";"";;;"76,4";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1490;22;"Marktgemeinde Weißenstein, Straßennummer A10, Straßenkilometer 168,205 Kellerberg, Tauernautobahn Fahrtrichtung Spittal";"M-ZO 523";"05.06.2017 23:50";"";;;"55";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";5;;"";;"";"";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";2104;27;"Olden burger Str , Bremen, Landeshauptkasse Bremen, 8104351566";"M-RO 2947";"01.10.2018 18:05";"";;1885;"113,5";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1491;23;"Vas Megye Rendörfökapitanya, 9700 Szombathely, Söptei Külsö ut, Postacim 9701 Szombathely, Postafiok 53";"M-RO 2947";"08.11.2018 08:34";"08.11.2018 08:34";;;"90000";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"210000071873837113112838";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1492;24;"Vas Megye Rendörfökapitanya, 9700 Szombathely, Söptei Külsö ut, Postacim 9701 Szombathely, Postafiok 53";"M-RO 2947";"08.11.2018 09:09";"08.11.2018 09:09";;;"45000";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"210000071874897113112625";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1493;25;"Szabolcs-Szatmar-Bereg Megye Rendörfökapitanya, 4800 Vasarosnameny, Jokai ut 15, Postacim: 4807 Vasarosnameny, Jokai ut 15";"M-RO 2947";"08.11.2018 05:23";"08.11.2018 05:23";;;"30000";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"BUSSGELDER";1494;26;"Kastellfeldgasse 19";"M-RO 2947";"08.11.2018 13:10";"";;;"25";"";"";"";"";"Kartenzahlung";(BLOB);(BLOB);"";17;;"";;"";"";"Renault Master - Weiß ";""
18;"Woxun";;2017;0;0;"";;"";;;;;;"";"";"";12;"";"";"";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"ok_2017_2018";"";;(BLOB);"Elektronik";;"";"Inventar";"ELEKTRONIK";2121;20;"Woxun Mikrofon";"";"03.07.2017";"";;1000;"11,5";"";"";"";"";"";(BLOB);(BLOB);"";18;;"";;"";"";"Woxun";""
1;"HP-Color Laserjet MFP M277dw";26.05.17 00:00:00,000000000;2017;5;;"";;"";;;;;327,44;"HP Color Laserjet Pro M277dw Multifunktionsgerät (Drucker, Scanner, Kopierer, Fax, Wlan, Lan, Duplex, HP ePrint, Airprint, USB)";"";"urf448ebhap32";7;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"fe80::aa6b:adff:fe58 (8358)%5";"";"NPI9F931B";"";"";;(BLOB);"MFP";;"";"Inventar";"ELEKTRONIK";2123;22;"Toner Schwarz";"";"04.05.2017";"";;988;"87,90";"";"";"";"";"";(BLOB);(BLOB);"";1;;"";;"";"";"HP-Color Laserjet MFP M277dw";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";23;"SanDisk";"GWG";"ELEKTRONIK";2124;23;"SanDisk";"";"05.05.2018";"";492;103;"29,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";24;"Powerbank (xqisit Battery Pack)";"GWG";"ELEKTRONIK";2124;23;"SanDisk";"";"05.05.2018";"";492;103;"29,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";25;"Powerbank (xqisit Battery Pack)";"GWG";"ELEKTRONIK";2124;23;"SanDisk";"";"05.05.2018";"";492;103;"29,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";5;"SanDisk";"GWG";"ELEKTRONIK";2124;23;"SanDisk";"";"05.05.2018";"";492;103;"29,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";23;"SanDisk";"GWG";"ELEKTRONIK";2125;24;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;102;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";24;"Powerbank (xqisit Battery Pack)";"GWG";"ELEKTRONIK";2125;24;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;102;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";25;"Powerbank (xqisit Battery Pack)";"GWG";"ELEKTRONIK";2125;24;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;102;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";5;"SanDisk";"GWG";"ELEKTRONIK";2125;24;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;102;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";23;"SanDisk";"GWG";"ELEKTRONIK";2126;25;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;104;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";24;"Powerbank (xqisit Battery Pack)";"GWG";"ELEKTRONIK";2126;25;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;104;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";25;"Powerbank (xqisit Battery Pack)";"GWG";"ELEKTRONIK";2126;25;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;104;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
23;"GWG 2018";;2018;1;;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";5;"SanDisk";"GWG";"ELEKTRONIK";2126;25;"Powerbank (xqisit Battery Pack)";"";"05.05.2018";"";492;104;"12,95";"";"";"";"";"";(BLOB);(BLOB);"";23;;"";;"";"";"GWG 2018";""
12;"Surface";09.06.17 00:00:00,000000000;2017;3;;"";;"";;820,16;155,83;2;975,99;"";"";"";14;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;3;;"";"";"";"";"";"";;(BLOB);"Tablets";;"";"unsicher";"ELEKTRONIK";2127;26;"Mediamarkt, Einsteinstrasse, MŸnchen";"";"05.03.2018";"";431;264;"109,99";"";"";"";"";"";(BLOB);(BLOB);"";12;;"";;"";"";"Surface";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";1;"Hama Netzwerkkabel";"GWG";"ELEKTRONIK";839;1;"Hama Netzwerkkabel";"";"14.10.2017";"";;400;"5,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";2;"Asus Zubehšr";"GWG";"ELEKTRONIK";839;1;"Hama Netzwerkkabel";"";"14.10.2017";"";;400;"5,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";3;"Hama Netzwerkkabel, crossover";"GWG";"ELEKTRONIK";839;1;"Hama Netzwerkkabel";"";"14.10.2017";"";;400;"5,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";4;"Raidsonic IB-AC535-C ICY BOX USB Type-385 Kabel/Stecker USW";"GWG";"ELEKTRONIK";839;1;"Hama Netzwerkkabel";"";"14.10.2017";"";;400;"5,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";6;"Powerbank mit 45.000 mAh, fŸr Laptop";"GWG";"ELEKTRONIK";839;1;"Hama Netzwerkkabel";"";"14.10.2017";"";;400;"5,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";1;"Hama Netzwerkkabel";"GWG";"ELEKTRONIK";839;2;"Asus Zubehšr";"";"14.10.2017";"";;400;"29,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";2;"Asus Zubehšr";"GWG";"ELEKTRONIK";839;2;"Asus Zubehšr";"";"14.10.2017";"";;400;"29,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";3;"Hama Netzwerkkabel, crossover";"GWG";"ELEKTRONIK";839;2;"Asus Zubehšr";"";"14.10.2017";"";;400;"29,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";4;"Raidsonic IB-AC535-C ICY BOX USB Type-385 Kabel/Stecker USW";"GWG";"ELEKTRONIK";839;2;"Asus Zubehšr";"";"14.10.2017";"";;400;"29,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";6;"Powerbank mit 45.000 mAh, fŸr Laptop";"GWG";"ELEKTRONIK";839;2;"Asus Zubehšr";"";"14.10.2017";"";;400;"29,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";1;"Hama Netzwerkkabel";"GWG";"ELEKTRONIK";841;3;"Hama Netzwerkkabel, crossover";"";"14.10.2017";"";;401;"15,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";2;"Asus Zubehšr";"GWG";"ELEKTRONIK";841;3;"Hama Netzwerkkabel, crossover";"";"14.10.2017";"";;401;"15,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";3;"Hama Netzwerkkabel, crossover";"GWG";"ELEKTRONIK";841;3;"Hama Netzwerkkabel, crossover";"";"14.10.2017";"";;401;"15,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
22;"GWG 2017";;2017;1;0;"";;"";;;;;;"";"";"";8;"";"";"";"";9999;31.12.99 06:33:05,158000000;;2;1;;"";"";"";"";"";"";;(BLOB);"GWG";4;"Raidsonic IB-AC535-C ICY BOX USB Type-385 Kabel/Stecker USW";"GWG";"ELEKTRONIK";841;3;"Hama Netzwerkkabel, crossover";"";"14.10.2017";"";;401;"15,99";"";"";"";"";"";(BLOB);(BLOB);"";22;;"";;"";"";"GWG 2017";"2017 / Ordner 1 / Seite 1"
