"PK_INVENTAR";"INVENTAR";"ANSCHAFFUNGSDATUM";"ANSCHAFFUNGSJAHR";"ABSCHREIBUNGSDAUER";"RESTBUCHWERT_2018";"CREATED_BY";"CREATED_AT";"MODIFIED_BY";"MODIFIED_AT";"PREIS_NETTO";"MWST";"FK_STEUERSATZ";"PREIS_BRUTTO";"COMM";"LIZENZNUMMER";"ANFORDERUNGSCODE";"FK_INVENTARTYP";"KFZ_KENNZEICHEN";"FAHRGESTELLNR";"BEMERKUNGEN";"BILD";"ABGANGSJAHR";"ABGANGSDATUM";"ABGANGSWERT";"FK_VERWENDUNGSZWECK";"GWG";"RESTBUCHWERT_2017";"ABGANGSGRUND";"MAC_ADRESSE";"SERIENNUMMER";"GERÄTENAME";"OK";"OK_BEMERKUNGEN";"RESTBUCHWERT_2019";"INV_BILD";"INVENTARTYP";"PK_IMP_BA_ELEKTRONIK";"BEZEICHNUNG";"GWG_YN";"BEL_OLD_ART";"BEL_OLD_FK_IMP_BA_BEL";"BEL_OLD_PK_IMP_BA_ALLG_BEL";"BEL_OLD_BEZEICHNUNG";"BEL_OLD_KENNZEICHEN";"BEL_OLD_DATUM";"BEL_OLD_DATUM_VERGEHEN";"BEL_OLD_FK_ARBEITSTAG";"BEL_OLD_FK_BUCHUNG";"BEL_OLD_BETRAG";"BEL_OLD_WÄHRUNG";"BEL_OLD_STEUERSATZ";"BEL_OLD_MWST_BETRAG";"BEL_OLD_NETTO";"BEL_OLD_ZAHLUNGSART";"BEL_OLD_BILD";"BEL_OLD_BILD1";"BEL_OLD_VERWENDUNGSZWECK";"BEL_OLD_FK_INVENTAR";"BEL_OLD_FK_PROJEKT";"BEL_OLD_WÄHRUNG_BETRAG";"BEL_OLD_FK_KATEGORIE";"BEL_OLD_KATEGORIE";"BEL_OLD_PROJEKT";"BEL_OLD_INVENTAR";"BEL_OLD_FK_BELEG_ABLAGE"
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";961;30;"Tankstelle Busch, Neuenlander Str. 111, Bremen ";"";"07.09.2018 17:27";"";617;;"124,23";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";17;21;"";;"";"MRU-Projekt Bremen";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";963;32;"Shell Station, 85057 Ingolstadt ";"";"24.10.2017 17:41";"";297;391;"63,94";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";964;33;"Total Tankstelle, Guido Koenig, Osterdeich 124, 28205 Bremen ";"";"02.10.2018 20:06";"";642;1320;"128,66";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";966;35;"Agip Service Station, Aschheim ";"";"02.11.2017 05:16";"";42;381;"38,07";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";967;36;"Star Tankstelle Laubsch, Helbersdorfer Str. 95, Chemnitz ";"";"01.11.2017 14:55";"";11;383;"42,34";"";"";"";"";"";(BLOB);(BLOB);"privat";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";969;38;"Esso Station, Hollerallee 34, 28209 Bremen ";"";"08.10.2018 06:38";"";648;1316;"142,84";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";970;39;"OMV Tankstelle, BAB9 Richtung MŸnchen, 90537 NŸrnberg-Feucht ";"";"03.11.2017 21:01";"";70;360;"78,13";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";971;40;"Tank Treff Wilhelmsburg, Wilhelm Hoyer, Georg-Wilhelm-Stra§e 335 ";"";"17.10.2018 13:30";"";657;823;"139,85";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";972;41;"Serways Siegburg Ost, A3, 53721 Siegburg ";"";"20.10.2018 08:42";"";660;815;"106,9";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";974;43;"Shell Station, A. Zrenner GmbH, Pascalstr. 8, 85057 Ingolstadt ";"";"05.10.2018";"";645;415;"62,14";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;;"";;"";"";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";975;44;"Texaco Van Kammen, Noorderweg 13, 9363 TA Marum ";"";"22.10.2018 10:49";"";662;813;"128,78";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";17;;"";;"";"";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";976;45;"Aral Tankstelle, Christiane Wentzlaff, Schollstr. 2, 85055 Ingolstadt ";"";"22.08.2017 22:09";"";234;543;"69,02";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";977;46;"Esso Station, Mainzer Landstra§e 378, Frankfurt ";"";"02.07.2018 11:58";"";550;738;"75,16";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;25;"";;"";"Privat";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";978;47;"Esso Station, Einsteinstr. 168, 81675 MŸnchen ";"";"08.08.2017 20:09";"";220;564;"61,58";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";979;48;"Agip Service Station, Eichendorff Str. 20, Aschheim ";"";"27.11.2017 07:19";"";331;466;"71";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";980;49;"Agip Service Station, Eichendorff Str. 20, Aschheim ";"";"15.11.2017 06:55";"";319;348;"67,76";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";981;50;"Aral, DarmstŠtter Landstra§e 304, Frankfurt ";"";"16.11.2017 18:06";"";320;474;"62,92";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";982;51;"Q1 Tankstelle, Thomas Gro§mann, Stra§e der Einheit 126, 08340 Schwarzenberg ";"";"28.05.2017 20:18";"";148;704;"52,21";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";983;52;"Agip Tankstelle, Salzburger Str. ";"";"03.06.2017 22:00";"";65;699;"67,27";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";5;1;"";;"";"CMDB - Kreisverwaltungsreferat (KVR)";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";985;54;"Shell Station, Heidenkampsweg 54, 20097 Hamburg ";"";"27.10.2018 12:50";"";667;1415;"86,36";"";"";"";"";"";(BLOB);(BLOB);"geschŠftlich";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";986;55;"Unicom Holding S.A., Timisoarei Nr. 228, Mehedinti, RumŠnien ";"";"07.11.2018 13:39";"";678;1659;"556,28";"";"";"";"";"";(BLOB);(BLOB);"privat";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";987;56;"Normbenz Magyagorszag, Lukoil Rabafuzes, Ungarn ";"";"08.11.2018";"";679;1654;"33401";"";"";"";"";"";(BLOB);(BLOB);"privat";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";988;57;"Bon Fiscal, Lukoil Romania, Cenad, DN6, km 637+700 Statia Cenad, RumŠnien ";"";"01.11.2018 06:23";"";672;1402;"405,16";"";"";"";"";"";(BLOB);(BLOB);"privat";17;;"";;"";"";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";989;58;"Neci Oil, Dackalow, Bulgarien ";"";"02.11.2018 09:32";"";673;1581;"207,02";"";"";"";"";"";(BLOB);(BLOB);"privat";17;;"";;"";"";"Renault Master - Weiß ";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";2582;297;"Esso Station, Niels Tamke, Winterhuder Weg 35, 22085 Hamburg ";"";"13.01.2019 08:21";"";;;"45,53";"";"";"";"";"";(BLOB);(BLOB);"privat";16;;"";;"";"";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1875;218;"AGIP Service Station Aschheim";"";"18.01.2018";"";385;321;"59,22";"";"";"";"";"";(BLOB);(BLOB);"";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
16;"Audi A4";29.08.18 16:33:06,000000000;2018;;;"";;"";;;;;24000;"";"";"";2;"M-R7408";"";"Zulassungsbescheinigung: M-K-O-241/18-00132
Erstzulassung: 10.11.2016
Schlüsselnr: 0588
WAUZZZF43HA08673
Zulassung: 29.08.2018
BFUOO312-4
EURO6";"";9999;31.12.99 06:33:05,158000000;;2;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1876;237;"Aral Autohof, Thomas Jordan, Westerlange 2, 37154 Northeim ";"";"15.12.2018 02:24";"";716;1764;"39,94";"";"";"";"";"";(BLOB);(BLOB);"geschäftlich";16;;"";;"";"";"Audi A4";"2018 / Ordner 1 / Seite 12"
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";992;64;"Stazione di Servizio Totalero Camponogara";"";"19.07.2018 12:50";"";567;772;"83,36";"";"";"";"";"";(BLOB);(BLOB);"privat";5;25;"";;"";"Privat";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";993;65;"FŸrholzen West, Stop & Go GmbH An der BAB9 85376 FŸrholzen FŸrholzen";"";"28.06.2018";"";546;746;"96,1";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";997;69;"Agip Tankstelle, FŸrholzen ";"";"07.04.2018";"";464;168;"10";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";998;70;"Agip Service Station, Aschheim ";"";"05.03.2018";"";431;265;"74,85";"";"";"";"";"";(BLOB);(BLOB);"";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";999;71;"Shell Station, Zeller, Grasbrunn ";"";"11.08.2018 14:52";"";590;964;"109,27";"";"";"";"";"";(BLOB);(BLOB);"";17;25;"";;"";"Privat";"Renault Master - Weiß ";""
17;"Renault Master - Weiß ";30.07.18 16:31:29,000000000;2018;;;"";;"";;;;;16900;"Master weiß 722136";"";"";2;"M-RO2947";"";"Zulassungsbescheinigung: M-K-O-211/18-00259
Erstzulassung: 28.06.2016
Schlüsselnr: 3333
VF1MAF4SC55722136
Zulassung: 30.07.2018
Euro 5
AXK05438-4";"";9999;31.12.99 06:33:05,158000000;;1;2;;"";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1000;72;"Agip Service Station, Aschheim ";"";"03.08.2018 10:28";"";582;973;"59,18";"";"";"";"";"";(BLOB);(BLOB);"";17;25;"";;"";"Privat";"Renault Master - Weiß ";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1001;73;"Klantenbon, Tango Europoort (Rotterdam) ";"";"21.05.2018 13:10";"";508;201;"78,18";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1002;74;"Esso Station, Stresemannallee 10, Frankfurt ";"";"09.05.2018 19:21";"";496;230;"72,95";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1003;75;"AGIP Station, Aschheim ";"";"09.11.2017 03:24";"";254;1049;"37,51";"";"";"";"";"";(BLOB);(BLOB);"";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1005;77;"Serways BŸttelborn, Shell A67 ";"";"14.05.2018 15:49";"";501;217;"72,56";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1006;78;"OMV Tankstelle, Weil am Rhein ";"";"25.05.2018";"";512;182;"74,46";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1007;79;"Total Station, Reiskirchen ";"";"08.06.2018 21:43";"";526;46;"74,05";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1009;81;"Tankstelle, Herzogenaurach, BAB3 Aurach SŸd ";"";"22.05.2018 00:20";"";509;195;"91,5";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1013;85;"Esso Station, STresemannallee 10, Frankfurt ";"";"23.03.2018";"";449;120;"55,48";"";"";"";"";"";(BLOB);(BLOB);"";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1015;87;"Agip Service Station, Aschheim ";"";"27.10.2017 17:18";"";300;1031;"49,15";"";"";"";"";"";(BLOB);(BLOB);"";5;2;"";;"";"LOGDB - AUDI";"Audi A4";""
5;"Audi A4";;2011;;0;"";;"";;;;;;"";"";"";2;"M-ZO 523";"";"Abmeldung am 29.08.2018 mit einem Kilometerstand von 227.730 km ";"";2018;29.07.18 17:05:33,000000000;4000;2;2;;"Verkauf";"";"";"";"";"";;(BLOB);"Auto";;"";"Inventar";"TANKSTELLE";1016;88;"Total Station, WŸrzburger Str. 55, Biebelried ";"";"06.04.2018 21:48";"";463;169;"56,99";"";"";"";"";"";(BLOB);(BLOB);"";5;3;"";;"";"DPLC - Commerzbank";"Audi A4";""
